iter	RMSE
197	0.09596259165
198	0.09581094259
199	0.09568617992
200	0.09544111331
201	0.09529582526
202	0.0951085145
203	0.09494258364
204	0.09488793332
205	0.09476791604
206	0.09455661752
207	0.0944290137
208	0.09426089712
209	0.09416557023
210	0.09401767979
211	0.09390486151
212	0.09381918062
213	0.09374996509
214	0.09369475886
215	0.09359619584
216	0.0934058586
217	0.09326387206
218	0.09313797362
219	0.09303423405
220	0.09294691172
221	0.09288409344
222	0.09274731162
223	0.09266553007
224	0.09256661212
225	0.09244718141
226	0.09231387236
227	0.09223466266
228	0.09211131988
229	0.09195652865
230	0.09176253484
231	0.09165486536
232	0.09152335815
233	0.09136739707
234	0.09125756286
235	0.09117628698
236	0.09114086994
237	0.09097868709
238	0.09072941404
239	0.0906085297
240	0.09045020605
241	0.09037119118
242	0.09025837489
243	0.09004246908
244	0.09000684762
245	0.0899368961
246	0.08980449639
247	0.08973340814
248	0.08970344294
249	0.08956347812
250	0.08937922793
251	0.08920380975
252	0.0890699944
253	0.08893593891
254	0.08890781974
255	0.08881195505
256	0.08878851646
257	0.08855933304
258	0.08844008458
259	0.08839976405
260	0.08833201091
261	0.08815752189
262	0.08802097158
263	0.08784002356
264	0.08779818882
265	0.08764255596
266	0.08753066373
267	0.08745217124
268	0.0873361745
269	0.08719861752
270	0.0870646004
271	0.08698423408
272	0.08686360411
273	0.0867469513
274	0.08671638236
275	0.08660427766
276	0.08656178909
277	0.0864652141
278	0.08632192857
279	0.08624257286
280	0.08618527071
281	0.0860835972
282	0.08593973173
283	0.08584975534
284	0.0857475718
285	0.08564649116
286	0.08549238426
287	0.08530603384
288	0.08518259841
289	0.08508583089
290	0.08493566649
291	0.08490197643
292	0.08484085679
293	0.08466258008
294	0.08458633509
295	0.08456837658
296	0.08444593078
297	0.0843521334
298	0.0841870889
299	0.08406490291
300	0.08404671778
301	0.08392401717
302	0.08376699549
303	0.08370910006
304	0.08357281357
305	0.08350062795
306	0.08337705904
307	0.08330381817
308	0.08321814323
309	0.08315069951
310	0.0829968347
311	0.08285964689
312	0.08274063232
313	0.08267618063
314	0.08258124774
315	0.08253066007
316	0.08243282464
317	0.08238782407
318	0.08232675126
319	0.08219382314
320	0.0821099487
321	0.08200503112
322	0.0819665159
323	0.08190840367
324	0.08180790222
325	0.08175016243
326	0.08163639009
327	0.08158306729
328	0.081501492
329	0.08136992965
330	0.08130553067
331	0.08126862198
332	0.08116275445
333	0.08107167799
334	0.08104172907
335	0.08095441851
336	0.08088562925
337	0.0808198872
338	0.08069955241
339	0.0806033067
340	0.08052761041
341	0.0804078779
342	0.08033546398
343	0.08027242354
344	0.08023746957
345	0.08016343572
346	0.0800658576
347	0.07997420757
348	0.07984058849
349	0.07973174199
350	0.07968448442
351	0.07961525176
352	0.07957340388
353	0.07944818756
354	0.07937350142
355	0.07924476983
356	0.0791469894
357	0.07903396332
358	0.0789910053
359	0.07890421246
360	0.07888344552
361	0.07874903946
362	0.07870753194
363	0.07867198237
364	0.07862628559
365	0.07859642288
366	0.0785249171
367	0.07844589677
368	0.07833809397
369	0.07823884788
370	0.07809075574
371	0.07806226787
372	0.07802914597
373	0.07792125336
374	0.07779277664
375	0.07778059469
376	0.07771725331
377	0.07760529219
378	0.07752503233
379	0.07738489349
380	0.07729595738
381	0.07721514781
382	0.0771411082
383	0.07704371321
384	0.07698833962
385	0.07690016847
386	0.07674249793
387	0.07661675835
388	0.07650386954
389	0.07645122606
390	0.07632184592
391	0.07628113357
392	0.07624953933
393	0.07620467526
394	0.07616731475
395	0.07611700817
396	0.07606153661
397	0.07593666203
398	0.07579980399
399	0.07578574077
400	0.07573146293
401	0.07568713702
402	0.07564800632
403	0.07547953218
404	0.07537503271
405	0.07530419378
406	0.07529463198
407	0.07515065919
408	0.0750916221
409	0.07505461982
410	0.07500590368
411	0.07495898282
412	0.07487093904
413	0.07481274179
414	0.074699319
415	0.07463602782
416	0.07455913962
417	0.07445667952
418	0.07443739171
419	0.07436856587
420	0.07425945488
421	0.07413562371
422	0.0740165923
423	0.07393355002
424	0.07382577051
425	0.07381444395
426	0.0737759216
427	0.0736400741
428	0.07357732926
429	0.07356180277
430	0.07349049769
431	0.0734361409
432	0.0733557775
433	0.07321080919
434	0.07315890826
435	0.07303545865
436	0.07296708697
437	0.07286711068
438	0.07279069309
439	0.07269986204
440	0.07264578503
441	0.0725421975
442	0.07248845981
443	0.07244748277
444	0.07233313382
445	0.07226809118
446	0.07225367717
447	0.07212095955
448	0.07200048449
449	0.07187271436
450	0.07180283943
451	0.0717107945
452	0.0716736075
453	0.0716421457
454	0.07160997759
455	0.07158571382
456	0.07150566939
457	0.07146475685
458	0.07142977343
459	0.07133517446
460	0.07131937728
461	0.07130397419
462	0.07127002535
463	0.07117466047
464	0.07112686266
465	0.07110761646
466	0.07103509566
467	0.07101394905
468	0.07100421679
469	0.0709671423
470	0.07090572331
471	0.07088521594
472	0.07081224901
473	0.07079713982
474	0.07073401229
475	0.07067707354
476	0.07064324876
477	0.07061182068
478	0.07054584677
479	0.07054238683
480	0.07052061417
481	0.07044076765
482	0.07036815705
483	0.07034418749
